Handle,title,Image Src,Image Position,body,Published
newfoundland-awesome-luggage-covers-2103,,https://cdn.shopify.com/s/files/1/2558/1496/products/front_2_df26d96f-f132-481c-9d64-9ffe7c823d4b_800x.jpg?v=1521624027,0,,TRUE
